address,orientation,bearing,nearest_road,road_distance_m
41 COBAR STREET,Unknown,,Warners Avenue,0.01
42 COBAR STREET,Unknown,,Warners Avenue,0.01
43 COBAR STREET,Unknown,,Warners Avenue,0.01
44 COBAR STREET,Unknown,,Warners Avenue,0.02
27 WALLACE STREET,Unknown,,Warners Avenue,0.01
28 WALLACE STREET,Unknown,,Warners Avenue,0.01
29 WALLACE STREET,Unknown,,Warners Avenue,0.01
3 WALLACE STREET,Unknown,,Warners Avenue,0.01
31 WALLACE STREET,Unknown,,Warners Avenue,0.01
32 WALLACE STREET,Unknown,,Warners Avenue,0.01
33 WALLACE STREET,Unknown,,Warners Avenue,0.01
34 WALLACE STREET,Unknown,,Warners Avenue,0.01
35 WALLACE STREET,Unknown,,Warners Avenue,0.01
4 WALLACE STREET,Unknown,,Warners Avenue,0.01
5 WALLACE STREET,Unknown,,Warners Avenue,0.01
7 WALLACE STREET,Unknown,,Warners Avenue,0.01
8 WALLACE STREET,Unknown,,Warners Avenue,0.01
26 WARD STREET,Unknown,,Warners Avenue,0.01
27 WARD STREET,Unknown,,Warners Avenue,0.01
29 WARD STREET,Unknown,,Warners Avenue,0.01
30 WARD STREET,Unknown,,Warners Avenue,0.01
32 WARD STREET,Unknown,,Warners Avenue,0.01
38 WARD STREET,Unknown,,Warners Avenue,0.01
5 WARD STREET,Unknown,,Warners Avenue,0.01
9 WARD STREET,Unknown,,Warners Avenue,0.01
1 WARNERS AVENUE,Unknown,,Warners Avenue,0.0
13 WARNERS AVENUE,Unknown,,Warners Avenue,0.0
14 WARNERS AVENUE,Unknown,,Warners Avenue,0.0
443 WILLOUGHBY ROAD,Unknown,,Morotai Crescent,0.01
449 WILLOUGHBY ROAD,Unknown,,Morotai Crescent,0.01
9 WALLACE STREET,Unknown,,Warners Avenue,0.01
1 SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
10A SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
12 SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
5 SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
7 SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
8 SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
9 PENKIVIL STREET,Unknown,,Warners Avenue,0.01
53 SYDNEY STREET,Unknown,,Warners Avenue,0.01
54A SYDNEY STREET,Unknown,,Warners Avenue,0.02
56 SYDNEY STREET,Unknown,,Warners Avenue,0.01
"UNIT 5, 560 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 7, 560 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 8, 560 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
10-12 ADDISON AVENUE,Unknown,,,0.03
90 SHIRLEY ROAD,Unknown,,,0.04
2 MALGA AVENUE,Unknown,,,0.02
21 MALGA AVENUE,Unknown,,,0.02
22 MALGA AVENUE,Unknown,,,0.02
38 MALGA AVENUE,Unknown,,,0.02
1 TOONGARAH ROAD,Unknown,,,0.04
12 TOONGARAH ROAD,Unknown,,,0.04
3 TOONGARAH ROAD,Unknown,,,0.04
4 TOONGARAH ROAD,Unknown,,,0.04
5 TOONGARAH ROAD,Unknown,,,0.04
6 TOONGARAH ROAD,Unknown,,,0.04
9 TOONGARAH ROAD,Unknown,,,0.04
45 MALVERN AVENUE,Unknown,,,0.02
46 MALVERN AVENUE,Unknown,,,0.02
48 MALVERN AVENUE,Unknown,,,0.02
38 EUROKA STREET,Unknown,,Sailors Bay Track,0.0
"UNIT 1, 37 EUROKA STREET",Unknown,,Sailors Bay Track,0.0
28 BANCROFT AVENUE,Unknown,,,0.03
3 BANCROFT AVENUE,Unknown,,,0.03
31 FINDLAY AVENUE,Unknown,,,0.03
33B FINDLAY AVENUE,Unknown,,,0.04
14 CARNARVON ROAD,Unknown,,,0.03
15 CARNARVON ROAD,Unknown,,,0.03
16 CARNARVON ROAD,Unknown,,,0.03
19 CARNARVON ROAD,Unknown,,,0.03
2 CARNARVON ROAD,Unknown,,,0.03
9 ALLARD AVENUE,Unknown,,,0.02
2A ATTUNGA ROAD,Unknown,,,0.03
2 ATTUNGA ROAD,Unknown,,,0.03
3 ATTUNGA ROAD,Unknown,,,0.03
4 ATTUNGA ROAD,Unknown,,,0.03
8 ATTUNGA ROAD,Unknown,,,0.03
"UNIT 11, 4 FINDLAY AVENUE",Unknown,,,0.03
151-161 MOWBRAY ROAD,Unknown,,Warners Avenue,0.01
175 MOWBRAY ROAD,Unknown,,Warners Avenue,0.01
"UNIT 1, 96 SAILORS BAY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 4, 268 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
321 SAILORS BAY ROAD,Unknown,,,0.01
68 ROBERT STREET,Unknown,,Warners Avenue,0.01
"UNIT 25, 27 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 39, 27 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
7 KYOGLE ROAD,Unknown,,Morotai Crescent,0.0
210 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
222 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
"LEVEL 5, 384 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 114, FLOOR 1, 150 MOWBRAY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 113, FLOOR 1, 150 MOWBRAY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 202, FLOOR 2, 150 MOWBRAY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 209, FLOOR 2, 680 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 7, 127 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 2, 120 HIGH STREET",Unknown,,Warners Avenue,0.01
"UNIT 22, 27 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 15, 27 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 5, 261 PENSHURST STREET",Unknown,,,0.01
"UNIT 18, 27 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 35, 27 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 2, 176 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 6, 99 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 17, 27 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 23, 27 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 11, 27 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
648A WILLOUGHBY ROAD,Unknown,,Warners Avenue,0.01
"UNIT 1, 513 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 7, 2-4 PATRICK STREET",Unknown,,,0.01
"UNIT 8, 2-4 PATRICK STREET",Unknown,,,0.01
"UNIT 9, 2-4 PATRICK STREET",Unknown,,,0.01
"UNIT 11, 2-4 PATRICK STREET",Unknown,,,0.01
"UNIT 15, 2-4 PATRICK STREET",Unknown,,,0.01
"UNIT 18, 2-4 PATRICK STREET",Unknown,,,0.01
"UNIT 22, 1-5 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
"UNIT 23, 1-5 PENKIVIL STREET",Unknown,,Warners Avenue,0.01
259 PENSHURST STREET,Unknown,,,0.01
"UNIT 2, 269 HIGH STREET",Unknown,,,0.01
"UNIT 13, 465 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
481 WILLOUGHBY ROAD,Unknown,,Warners Avenue,0.01
"UNIT 4, 461 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 5, 461 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 1, 550 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 3, 550 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 6, 550 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 8, 550 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 2, 128 MOWBRAY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 4, 128 MOWBRAY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 7, 128 MOWBRAY ROAD",Unknown,,Warners Avenue,0.01
59 HILL STREET,Unknown,,,0.03
67A HILL STREET,Unknown,,,0.04
"UNIT 1B, 5 HILL STREET",Unknown,,,0.03
"UNIT 1, 11 HILL STREET",Unknown,,,0.03
"UNIT 3, 11 HILL STREET",Unknown,,,0.03
"UNIT 1, 61A HILL STREET",Unknown,,,0.03
"UNIT 2, 61A HILL STREET",Unknown,,,0.03
"UNIT 3, 61A HILL STREET",Unknown,,,0.03
"UNIT 1, 9 HILL STREET",Unknown,,,0.03
"UNIT 3, 9 HILL STREET",Unknown,,,0.03
"UNIT 4, 9 HILL STREET",Unknown,,,0.03
"UNIT 6, 9 HILL STREET",Unknown,,,0.03
"UNIT 1, 43 HILL STREET",Unknown,,,0.03
217 HIGH STREET,Unknown,,,0.01
229 HIGH STREET,Unknown,,,0.01
221 HIGH STREET,Unknown,,,0.01
"UNIT 1, 71 HILL STREET",Unknown,,,0.04
"UNIT 6, 71 HILL STREET",Unknown,,,0.04
"UNIT 1, 27 HILL STREET",Unknown,,,0.03
"UNIT 1, 7 HILL STREET",Unknown,,,0.03
"UNIT 1, 14 SHIRLEY ROAD",Unknown,,,0.04
"UNIT 2, 14 SHIRLEY ROAD",Unknown,,,0.04
"UNIT 8, 128 MOWBRAY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 3, 4 CLANVILLE ROAD",Unknown,,,0.04
"UNIT 5, 4 CLANVILLE ROAD",Unknown,,,0.04
"UNIT 19A, 390 EASTERN VALLEY WAY",Unknown,,,0.02
"UNIT 1, 54A FINDLAY AVENUE",Unknown,,,0.03
"UNIT 5, 21-23 WARNERS AVENUE",Unknown,,Warners Avenue,0.0
"UNIT 9, 22 WARNERS AVENUE",Unknown,,Warners Avenue,0.0
"UNIT 6, 202 PENSHURST STREET",Unknown,,,0.01
"UNIT 7, 202 PENSHURST STREET",Unknown,,,0.01
"UNIT 8, 202 PENSHURST STREET",Unknown,,,0.01
"UNIT 6, 265 PENSHURST STREET",Unknown,,,0.01
"UNIT 1, 215 PENSHURST STREET",Unknown,,,0.01
"UNIT 3, 215 PENSHURST STREET",Unknown,,,0.01
"UNIT 4, 215 PENSHURST STREET",Unknown,,,0.01
319A PENSHURST STREET,Unknown,,,0.01
331 PENSHURST STREET,Unknown,,,0.01
1 DOUGHERTY LANE,Unknown,,,0.01
6 WEETAWAA ROAD,Unknown,,,0.01
1 WOLLOMBI ROAD,Unknown,,,0.01
11 WOLLOMBI ROAD,Unknown,,,0.01
21 WOONONA ROAD,Unknown,,Sailors Bay Track,0.01
23 WOONONA ROAD,Unknown,,Sailors Bay Track,0.01
568B WILLOUGHBY ROAD,Unknown,,Warners Avenue,0.01
"UNIT 506, 5 SIXTH MILE LANE",Unknown,,,0.04
46A SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
"UNIT 4, 524 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 1, 2 SCOTT STREET",Unknown,,Morotai Crescent,0.01
"UNIT 904, 5 SCOTT STREET",Unknown,,Morotai Crescent,0.01
"UNIT 1, 267 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
16 STAN STREET,Unknown,,,0.01
"UNIT G02, 562 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
10 COUNCIL STREET,Unknown,,,0.01
233 PENSHURST STREET,Unknown,,,0.01
239 PENSHURST STREET,Unknown,,,0.01
241 PENSHURST STREET,Unknown,,,0.01
93 CLIFF AVENUE,Unknown,,Sailors Bay Track,0.01
"UNIT 18, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 21, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 25, LEVEL 2, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 26, LEVEL 2, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 31, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 32, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 33, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 34, LEVEL 2, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 41, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 43, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 44, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 45, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 47, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 48, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 49, LEVEL 2, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 50, LEVEL 2, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 51, LEVEL 2, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 6, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 7, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 8, LEVEL 1, 8B DEEPWATER ROAD",Unknown,,,0.02
"UNIT 22, 6 LARKIN STREET",Unknown,,,0.04
"UNIT 24, 10 LARKIN STREET",Unknown,,,0.04
"UNIT 25, 10 LARKIN STREET",Unknown,,,0.04
"UNIT 25, 8 LARKIN STREET",Unknown,,,0.04
"UNIT 26, 6 LARKIN STREET",Unknown,,,0.04
"UNIT 27, 10 LARKIN STREET",Unknown,,,0.04
"UNIT 29, 6 LARKIN STREET",Unknown,,,0.04
"UNIT 29, 8 LARKIN STREET",Unknown,,,0.04
"UNIT 30, 8 LARKIN STREET",Unknown,,,0.04
"UNIT 35, 6 LARKIN STREET",Unknown,,,0.04
"UNIT 41, 8 LARKIN STREET",Unknown,,,0.04
42 EMERSTAN DRIVE,Unknown,,,0.0
44 EMERSTAN DRIVE,Unknown,,,0.0
5 EMERSTAN DRIVE,Unknown,,,0.01
7 EMERSTAN DRIVE,Unknown,,,0.01
8 EMERSTAN DRIVE,Unknown,,,0.01
9 EMERSTAN DRIVE,Unknown,,,0.01
"SUITE 5, 485-487 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"SUITE 6, 485-487 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
485-487 WILLOUGHBY ROAD,Unknown,,Warners Avenue,0.01
1 LINKS AVENUE,Unknown,,,0.02
31 THE RAMPART,Unknown,,The Rampart,0.0
33 THE RAMPART,Unknown,,,0.0
37 THE RAMPART,Unknown,,,0.0
111 DEEPWATER ROAD,Unknown,,,0.01
112 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
113 DEEPWATER ROAD,Unknown,,,0.01
114 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
115 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
117 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
14 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
16 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
18 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
2 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
20 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
23 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
26 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
27 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
3 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
37 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
38 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
4 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
40 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
41 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
43 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
44 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
45 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
46 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
"UNIT 2, 7 THE PARAPET",Unknown,,,0.0
9 THE PARAPET,Unknown,,,0.0
11 THE POSTERN,Unknown,,The Postern,0.0
127 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
131 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
132 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
133 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
147 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
148 DEEPWATER ROAD,Unknown,,,0.01
149 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
15 DEEPWATER ROAD,Unknown,,,0.02
163 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
164 DEEPWATER ROAD,Unknown,,,0.01
177 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
18 DEEPWATER ROAD,Unknown,,,0.02
181 DEEPWATER ROAD,Unknown,,,0.01
185 DEEPWATER ROAD,Unknown,,,0.01
189 DEEPWATER ROAD,Unknown,,,0.01
191 DEEPWATER ROAD,Unknown,,,0.01
193 DEEPWATER ROAD,Unknown,,,0.01
195 DEEPWATER ROAD,Unknown,,,0.01
197 DEEPWATER ROAD,Unknown,,,0.01
209 DEEPWATER ROAD,Unknown,,,0.01
211 DEEPWATER ROAD,Unknown,,,0.01
23 DEEPWATER ROAD,Unknown,,,0.02
16 CHARLES STREET,Unknown,,Charles Street,0.0
17 CHARLES STREET,Unknown,,Charles Street,0.0
3 THE HIGH TOR,Unknown,,Edinburgh Road,0.0
22 CHARLES STREET,Unknown,,Charles Street,0.0
26 CHARLES STREET,Unknown,,Charles Street,0.0
2 THE PARAPET,Unknown,,The Parapet,0.0
20 THE PARAPET,Unknown,,,0.0
21 THE PARAPET,Unknown,,The Parapet,0.0
3 THE PARAPET,Unknown,,The Parapet,0.0
31 THE PARAPET,Unknown,,,0.0
34 THE PARAPET,Unknown,,,0.0
38 THE PARAPET,Unknown,,,0.0
4 THE PARAPET,Unknown,,The Parapet,0.0
40 THE PARAPET,Unknown,,,0.0
42 THE PARAPET,Unknown,,,0.0
44 THE PARAPET,Unknown,,,0.0
46 THE PARAPET,Unknown,,The Parapet,0.0
9-15 KINGS AVENUE,Unknown,,,0.04
"SHOP 1, 481 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
"UNIT 11, 20-24 SAILORS BAY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 12, 20-24 SAILORS BAY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 15, 20-24 SAILORS BAY ROAD",Unknown,,Morotai Crescent,0.01
1 UPPER CLIFF AVENUE,Unknown,,Sailors Bay Track,0.01
11 UPPER CLIFF AVENUE,Unknown,,Sailors Bay Track,0.01
17 UPPER CLIFF AVENUE,Unknown,,Sailors Bay Track,0.01
19 UPPER CLIFF AVENUE,Unknown,,Sailors Bay Track,0.01
29 UPPER CLIFF AVENUE,Unknown,,Sailors Bay Track,0.01
35 UPPER CLIFF AVENUE,Unknown,,Sailors Bay Track,0.01
"UNIT 1, 100 SAILORS BAY ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 2, 100 SAILORS BAY ROAD",Unknown,,Morotai Crescent,0.01
100 SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
5 UPPER CLIFF AVENUE,Unknown,,Sailors Bay Track,0.01
7 UPPER CLIFF AVENUE,Unknown,,Sailors Bay Track,0.01
9 UPPER CLIFF AVENUE,Unknown,,Sailors Bay Track,0.01
12 UPPER MINIMBAH ROAD,Unknown,,,0.0
14 UPPER MINIMBAH ROAD,Unknown,,,0.0
18 UPPER MINIMBAH ROAD,Unknown,,,0.0
2 UPPER MINIMBAH ROAD,Unknown,,,0.0
20 UPPER MINIMBAH ROAD,Unknown,,,0.0
4 UPPER MINIMBAH ROAD,Unknown,,,0.0
6 UPPER MINIMBAH ROAD,Unknown,,,0.0
"UNIT 60, 186 BOUNDARY STREET",Unknown,,,0.02
163 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
169 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
173 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
176 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
177 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
18 SAILORS BAY ROAD,Unknown,,Morotai Crescent,0.01
181 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
"UNIT 1, 182 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 3, 182 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
"UNIT 4, 182 SAILORS BAY ROAD",Unknown,,Sailors Bay Track,0.01
183 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
185 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
187 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
189 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
69 LAUREL STREET,Unknown,,Warners Avenue,0.01
52 MABEL STREET,Unknown,,,0.01
195 HIGH STREET,Unknown,,,0.01
114 HIGH STREET,Unknown,,Warners Avenue,0.01
20 CRABBES AVENUE,Unknown,,,0.01
22 CRABBES AVENUE,Unknown,,,0.01
30 MACMAHON STREET,Unknown,,,0.01
7B MCCLELLAND STREET,Unknown,,,0.0
316 PENSHURST STREET,Unknown,,,0.01
75 LAUREL STREET,Unknown,,Warners Avenue,0.01
181 HIGH STREET,Unknown,,,0.01
178A PENSHURST STREET,Unknown,,Warners Avenue,0.01
85A LAUREL STREET,Unknown,,Warners Avenue,0.01
73 LAUREL STREET,Unknown,,Warners Avenue,0.01
67 LAUREL STREET,Unknown,,Warners Avenue,0.01
158 HIGH STREET,Unknown,,,0.01
9A MARLBOROUGH ROAD,Unknown,,Morotai Crescent,0.01
47 SECOND AVENUE,Unknown,,,0.0
42 SECOND AVENUE,Unknown,,,0.0
41 SECOND AVENUE,Unknown,,Sugarloaf Crescent,0.0
39 SECOND AVENUE,Unknown,,Sugarloaf Crescent,0.0
5 MEGALONG AVENUE,Unknown,,,0.01
4 MEGALONG AVENUE,Unknown,,,0.01
3 MEGALONG AVENUE,Unknown,,,0.01
2 MEGALONG AVENUE,Unknown,,,0.01
2A MEGALONG AVENUE,Unknown,,,0.0
10 MEGALONG AVENUE,Unknown,,,0.01
1 MEGALONG AVENUE,Unknown,,,0.01
30 LEA AVENUE,Unknown,,Warners Avenue,0.01
26 LEA AVENUE,Unknown,,Warners Avenue,0.01
"UNIT 3, 524 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
"LEVEL 1, 10 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
31-33 COOLAWIN ROAD,Unknown,,,0.01
"UNIT 1, 240 PENSHURST STREET",Unknown,,,0.01
"UNIT 2, 240 PENSHURST STREET",Unknown,,,0.01
"UNIT 3, 240 PENSHURST STREET",Unknown,,,0.01
"UNIT 4, 240 PENSHURST STREET",Unknown,,,0.01
"UNIT 6, 240 PENSHURST STREET",Unknown,,,0.01
1 SMALL STREET,Unknown,,Morotai Crescent,0.01
"LEVEL 1, 503 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
268 PENSHURST STREET,Unknown,,,0.01
"UNIT 3, 156-172 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 14, 156-172 PENSHURST STREET",Unknown,,Warners Avenue,0.01
212 PENSHURST STREET,Unknown,,,0.01
"UNIT 9, 109 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 7, 109 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 5, 109 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 4, 109 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 15, 109 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 14, 109 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 13, 109 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 12, 109 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 11, 109 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 1, 109 PENSHURST STREET",Unknown,,Warners Avenue,0.01
103 PENSHURST STREET,Unknown,,Warners Avenue,0.01
30-32 BARCOO STREET,Unknown,,,0.02
"UNIT 1, 574 WILLOUGHBY ROAD",Unknown,,Warners Avenue,0.01
2 WOONONA ROAD,Unknown,,Sailors Bay Track,0.01
19-21 THE TOR WALK,Unknown,,The Tor Walk,0.0
2A ADDISON AVENUE,Unknown,,,0.03
"UNIT 22, 303-307 PENSHURST STREET",Unknown,,,0.01
"SHOP 6, 303-307 PENSHURST STREET",Unknown,,,0.01
"UNIT 31, 303-307 PENSHURST STREET",Unknown,,,0.01
"SHOP 5, 303-307 PENSHURST STREET",Unknown,,,0.01
"UNIT 35, 303-307 PENSHURST STREET",Unknown,,,0.01
"SHOP 8, 303-307 PENSHURST STREET",Unknown,,,0.01
"UNIT 29, 303-307 PENSHURST STREET",Unknown,,,0.01
"UNIT 37, 303-307 PENSHURST STREET",Unknown,,,0.01
"UNIT 10, 303-307 PENSHURST STREET",Unknown,,,0.01
"UNIT 40, 303-307 PENSHURST STREET",Unknown,,,0.01
"SHOP 4, 303-307 PENSHURST STREET",Unknown,,,0.01
21 CHELMSFORD AVENUE,Unknown,,Morotai Crescent,0.02
2 TARAKAN CRESCENT,Unknown,,Morotai Crescent,0.0
3 TARAKAN CRESCENT,Unknown,,Morotai Crescent,0.0
4 TARAKAN CRESCENT,Unknown,,Morotai Crescent,0.0
8 TARAKAN CRESCENT,Unknown,,Morotai Crescent,0.0
2A EARL STREET,Unknown,,,0.03
10 COOLAWIN ROAD,Unknown,,,0.01
14 COOLAWIN ROAD,Unknown,,,0.01
190 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
191 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
194 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
195 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
198 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
199 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
201 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
202 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
205 SAILORS BAY ROAD,Unknown,,Sailors Bay Track,0.01
45 WOONONA ROAD,Unknown,,,0.0
46 WOONONA ROAD,Unknown,,,0.0
47 WOONONA ROAD,Unknown,,,0.0
48 WOONONA ROAD,Unknown,,,0.0
26A ADDISON AVENUE,Unknown,,,0.03
"UNIT 1, 524 WILLOUGHBY ROAD",Unknown,,Morotai Crescent,0.01
46 MALGA AVENUE,Unknown,,,0.02
48 MALGA AVENUE,Unknown,,,0.02
